"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AIREMISSION","SOX","KG_CAP","A","2000",123.387,
"AUS","AIREMISSION","SOX","KG_CAP","A","2001",134.678,
"AUS","AIREMISSION","SOX","KG_CAP","A","2002",143.058,
"AUS","AIREMISSION","SOX","KG_CAP","A","2003",141.408,
"AUS","AIREMISSION","SOX","KG_CAP","A","2004",126.392,
"AUS","AIREMISSION","SOX","KG_CAP","A","2005",124.901,
"AUS","AIREMISSION","SOX","KG_CAP","A","2006",120.948,
"AUS","AIREMISSION","SOX","KG_CAP","A","2007",116.867,
"AUS","AIREMISSION","SOX","KG_CAP","A","2008",117.752,
"AUS","AIREMISSION","SOX","KG_CAP","A","2009",119.444,
"AUS","AIREMISSION","SOX","KG_CAP","A","2010",107.345,
"AUS","AIREMISSION","SOX","KG_CAP","A","2011",111.239,
"AUS","AIREMISSION","SOX","KG_CAP","A","2012",109.946,
"AUS","AIREMISSION","SOX","KG_CAP","A","2013",103.821,
"AUS","AIREMISSION","SOX","KG_CAP","A","2014",105.946,
"AUS","AIREMISSION","SOX","KG_CAP","A","2015",99.641,
"AUS","AIREMISSION","SOX","KG_CAP","A","2016",101.618,
"AUS","AIREMISSION","SOX","KG_CAP","A","2017",93.007,
"AUS","AIREMISSION","SOX","KG_CAP","A","2018",85.188,
"AUT","AIREMISSION","SOX","KG_CAP","A","2000",3.904,
"AUT","AIREMISSION","SOX","KG_CAP","A","2001",3.999,
"AUT","AIREMISSION","SOX","KG_CAP","A","2002",3.848,
"AUT","AIREMISSION","SOX","KG_CAP","A","2003",3.802,
"AUT","AIREMISSION","SOX","KG_CAP","A","2004",3.224,
"AUT","AIREMISSION","SOX","KG_CAP","A","2005",3.133,
"AUT","AIREMISSION","SOX","KG_CAP","A","2006",3.222,
"AUT","AIREMISSION","SOX","KG_CAP","A","2007",2.807,
"AUT","AIREMISSION","SOX","KG_CAP","A","2008",2.425,
"AUT","AIREMISSION","SOX","KG_CAP","A","2009",1.756,
"AUT","AIREMISSION","SOX","KG_CAP","A","2010",1.896,
"AUT","AIREMISSION","SOX","KG_CAP","A","2011",1.788,
"AUT","AIREMISSION","SOX","KG_CAP","A","2012",1.735,
"AUT","AIREMISSION","SOX","KG_CAP","A","2013",1.676,
"AUT","AIREMISSION","SOX","KG_CAP","A","2014",1.676,
"AUT","AIREMISSION","SOX","KG_CAP","A","2015",1.599,
"AUT","AIREMISSION","SOX","KG_CAP","A","2016",1.511,
"AUT","AIREMISSION","SOX","KG_CAP","A","2017",1.445,
"AUT","AIREMISSION","SOX","KG_CAP","A","2018",1.312,
"BEL","AIREMISSION","SOX","KG_CAP","A","2000",16.525,
"BEL","AIREMISSION","SOX","KG_CAP","A","2001",15.924,
"BEL","AIREMISSION","SOX","KG_CAP","A","2002",15.034,
"BEL","AIREMISSION","SOX","KG_CAP","A","2003",14.539,
"BEL","AIREMISSION","SOX","KG_CAP","A","2004",14.721,
"BEL","AIREMISSION","SOX","KG_CAP","A","2005",13.504,
"BEL","AIREMISSION","SOX","KG_CAP","A","2006",12.535,
"BEL","AIREMISSION","SOX","KG_CAP","A","2007",11.457,
"BEL","AIREMISSION","SOX","KG_CAP","A","2008",8.781,
"BEL","AIREMISSION","SOX","KG_CAP","A","2009",6.755,
"BEL","AIREMISSION","SOX","KG_CAP","A","2010",5.439,
"BEL","AIREMISSION","SOX","KG_CAP","A","2011",4.759,
"BEL","AIREMISSION","SOX","KG_CAP","A","2012",4.217,
"BEL","AIREMISSION","SOX","KG_CAP","A","2013",3.803,
"BEL","AIREMISSION","SOX","KG_CAP","A","2014",3.578,
"BEL","AIREMISSION","SOX","KG_CAP","A","2015",3.606,
"BEL","AIREMISSION","SOX","KG_CAP","A","2016",3.498,
"BEL","AIREMISSION","SOX","KG_CAP","A","2017",3.35,
"BEL","AIREMISSION","SOX","KG_CAP","A","2018",3.299,
"CAN","AIREMISSION","SOX","KG_CAP","A","2000",78.33,
"CAN","AIREMISSION","SOX","KG_CAP","A","2001",76.929,
"CAN","AIREMISSION","SOX","KG_CAP","A","2002",74.939,
"CAN","AIREMISSION","SOX","KG_CAP","A","2003",72.093,
"CAN","AIREMISSION","SOX","KG_CAP","A","2004",71.73,
"CAN","AIREMISSION","SOX","KG_CAP","A","2005",67.436,
"CAN","AIREMISSION","SOX","KG_CAP","A","2006",60.517,
"CAN","AIREMISSION","SOX","KG_CAP","A","2007",58.251,
"CAN","AIREMISSION","SOX","KG_CAP","A","2008",52.066,
"CAN","AIREMISSION","SOX","KG_CAP","A","2009",43.683,
"CAN","AIREMISSION","SOX","KG_CAP","A","2010",39.931,
"CAN","AIREMISSION","SOX","KG_CAP","A","2011",36.914,
"CAN","AIREMISSION","SOX","KG_CAP","A","2012",36.145,
"CAN","AIREMISSION","SOX","KG_CAP","A","2013",35.263,
"CAN","AIREMISSION","SOX","KG_CAP","A","2014",33.613,
"CAN","AIREMISSION","SOX","KG_CAP","A","2015",29.656,
"CAN","AIREMISSION","SOX","KG_CAP","A","2016",28.935,
"CAN","AIREMISSION","SOX","KG_CAP","A","2017",26.094,
"CAN","AIREMISSION","SOX","KG_CAP","A","2018",21.911,
"CZE","AIREMISSION","SOX","KG_CAP","A","2000",22.644,
"CZE","AIREMISSION","SOX","KG_CAP","A","2001",22.267,
"CZE","AIREMISSION","SOX","KG_CAP","A","2002",21.79,
"CZE","AIREMISSION","SOX","KG_CAP","A","2003",21.328,
"CZE","AIREMISSION","SOX","KG_CAP","A","2004",21.006,
"CZE","AIREMISSION","SOX","KG_CAP","A","2005",20.317,
"CZE","AIREMISSION","SOX","KG_CAP","A","2006",20.072,
"CZE","AIREMISSION","SOX","KG_CAP","A","2007",20.469,
"CZE","AIREMISSION","SOX","KG_CAP","A","2008",16.311,
"CZE","AIREMISSION","SOX","KG_CAP","A","2009",16.086,
"CZE","AIREMISSION","SOX","KG_CAP","A","2010",15.548,
"CZE","AIREMISSION","SOX","KG_CAP","A","2011",15.857,
"CZE","AIREMISSION","SOX","KG_CAP","A","2012",15.135,
"CZE","AIREMISSION","SOX","KG_CAP","A","2013",13.716,
"CZE","AIREMISSION","SOX","KG_CAP","A","2014",12.694,
"CZE","AIREMISSION","SOX","KG_CAP","A","2015",12.199,
"CZE","AIREMISSION","SOX","KG_CAP","A","2016",10.838,
"CZE","AIREMISSION","SOX","KG_CAP","A","2017",10.329,
"CZE","AIREMISSION","SOX","KG_CAP","A","2018",9.048,
"DNK","AIREMISSION","SOX","KG_CAP","A","2000",6.071,
"DNK","AIREMISSION","SOX","KG_CAP","A","2001",5.56,
"DNK","AIREMISSION","SOX","KG_CAP","A","2002",5.278,
"DNK","AIREMISSION","SOX","KG_CAP","A","2003",6.537,
"DNK","AIREMISSION","SOX","KG_CAP","A","2004",5.309,
"DNK","AIREMISSION","SOX","KG_CAP","A","2005",4.835,
"DNK","AIREMISSION","SOX","KG_CAP","A","2006",5.556,
"DNK","AIREMISSION","SOX","KG_CAP","A","2007",4.975,
"DNK","AIREMISSION","SOX","KG_CAP","A","2008",3.807,
"DNK","AIREMISSION","SOX","KG_CAP","A","2009",2.752,
"DNK","AIREMISSION","SOX","KG_CAP","A","2010",2.713,
"DNK","AIREMISSION","SOX","KG_CAP","A","2011",2.467,
"DNK","AIREMISSION","SOX","KG_CAP","A","2012",2.199,
"DNK","AIREMISSION","SOX","KG_CAP","A","2013",2.209,
"DNK","AIREMISSION","SOX","KG_CAP","A","2014",1.834,
"DNK","AIREMISSION","SOX","KG_CAP","A","2015",1.679,
"DNK","AIREMISSION","SOX","KG_CAP","A","2016",1.754,
"DNK","AIREMISSION","SOX","KG_CAP","A","2017",1.784,
"DNK","AIREMISSION","SOX","KG_CAP","A","2018",1.874,
"FIN","AIREMISSION","SOX","KG_CAP","A","2000",15.613,
"FIN","AIREMISSION","SOX","KG_CAP","A","2001",17.366,
"FIN","AIREMISSION","SOX","KG_CAP","A","2002",17.48,
"FIN","AIREMISSION","SOX","KG_CAP","A","2003",19.6,
"FIN","AIREMISSION","SOX","KG_CAP","A","2004",16.13,
"FIN","AIREMISSION","SOX","KG_CAP","A","2005",13.139,
"FIN","AIREMISSION","SOX","KG_CAP","A","2006",15.924,
"FIN","AIREMISSION","SOX","KG_CAP","A","2007",15.621,
"FIN","AIREMISSION","SOX","KG_CAP","A","2008",12.727,
"FIN","AIREMISSION","SOX","KG_CAP","A","2009",11.145,
"FIN","AIREMISSION","SOX","KG_CAP","A","2010",12.511,
"FIN","AIREMISSION","SOX","KG_CAP","A","2011",11.207,
"FIN","AIREMISSION","SOX","KG_CAP","A","2012",9.41,
"FIN","AIREMISSION","SOX","KG_CAP","A","2013",8.884,
"FIN","AIREMISSION","SOX","KG_CAP","A","2014",7.909,
"FIN","AIREMISSION","SOX","KG_CAP","A","2015",7.631,
"FIN","AIREMISSION","SOX","KG_CAP","A","2016",7.235,
"FIN","AIREMISSION","SOX","KG_CAP","A","2017",6.44,
"FIN","AIREMISSION","SOX","KG_CAP","A","2018",6.047,
"FRA","AIREMISSION","SOX","KG_CAP","A","2000",10.624,
"FRA","AIREMISSION","SOX","KG_CAP","A","2001",9.529,
"FRA","AIREMISSION","SOX","KG_CAP","A","2002",8.715,
"FRA","AIREMISSION","SOX","KG_CAP","A","2003",8.279,
"FRA","AIREMISSION","SOX","KG_CAP","A","2004",7.915,
"FRA","AIREMISSION","SOX","KG_CAP","A","2005",7.499,
"FRA","AIREMISSION","SOX","KG_CAP","A","2006",6.991,
"FRA","AIREMISSION","SOX","KG_CAP","A","2007",6.653,
"FRA","AIREMISSION","SOX","KG_CAP","A","2008",5.518,
"FRA","AIREMISSION","SOX","KG_CAP","A","2009",4.68,
"FRA","AIREMISSION","SOX","KG_CAP","A","2010",4.38,
"FRA","AIREMISSION","SOX","KG_CAP","A","2011",3.716,
"FRA","AIREMISSION","SOX","KG_CAP","A","2012",3.57,
"FRA","AIREMISSION","SOX","KG_CAP","A","2013",3.303,
"FRA","AIREMISSION","SOX","KG_CAP","A","2014",2.59,
"FRA","AIREMISSION","SOX","KG_CAP","A","2015",2.47,
"FRA","AIREMISSION","SOX","KG_CAP","A","2016",2.174,
"FRA","AIREMISSION","SOX","KG_CAP","A","2017",2.159,
"FRA","AIREMISSION","SOX","KG_CAP","A","2018",2.097,
"DEU","AIREMISSION","SOX","KG_CAP","A","2000",7.99,
"DEU","AIREMISSION","SOX","KG_CAP","A","2001",7.725,
"DEU","AIREMISSION","SOX","KG_CAP","A","2002",6.941,
"DEU","AIREMISSION","SOX","KG_CAP","A","2003",6.602,
"DEU","AIREMISSION","SOX","KG_CAP","A","2004",6.092,
"DEU","AIREMISSION","SOX","KG_CAP","A","2005",5.848,
"DEU","AIREMISSION","SOX","KG_CAP","A","2006",5.838,
"DEU","AIREMISSION","SOX","KG_CAP","A","2007",5.645,
"DEU","AIREMISSION","SOX","KG_CAP","A","2008",5.597,
"DEU","AIREMISSION","SOX","KG_CAP","A","2009",4.886,
"DEU","AIREMISSION","SOX","KG_CAP","A","2010",5.012,
"DEU","AIREMISSION","SOX","KG_CAP","A","2011",4.812,
"DEU","AIREMISSION","SOX","KG_CAP","A","2012",4.589,
"DEU","AIREMISSION","SOX","KG_CAP","A","2013",4.434,
"DEU","AIREMISSION","SOX","KG_CAP","A","2014",4.163,
"DEU","AIREMISSION","SOX","KG_CAP","A","2015",4.105,
"DEU","AIREMISSION","SOX","KG_CAP","A","2016",3.786,
"DEU","AIREMISSION","SOX","KG_CAP","A","2017",3.647,
"DEU","AIREMISSION","SOX","KG_CAP","A","2018",3.473,
"GRC","AIREMISSION","SOX","KG_CAP","A","2000",47.98,
"GRC","AIREMISSION","SOX","KG_CAP","A","2001",48.216,
"GRC","AIREMISSION","SOX","KG_CAP","A","2002",46.969,
"GRC","AIREMISSION","SOX","KG_CAP","A","2003",47.459,
"GRC","AIREMISSION","SOX","KG_CAP","A","2004",47.049,
"GRC","AIREMISSION","SOX","KG_CAP","A","2005",48.961,
"GRC","AIREMISSION","SOX","KG_CAP","A","2006",45.156,
"GRC","AIREMISSION","SOX","KG_CAP","A","2007",44.139,
"GRC","AIREMISSION","SOX","KG_CAP","A","2008",38.343,
"GRC","AIREMISSION","SOX","KG_CAP","A","2009",32.157,
"GRC","AIREMISSION","SOX","KG_CAP","A","2010",18.84,
"GRC","AIREMISSION","SOX","KG_CAP","A","2011",13.518,
"GRC","AIREMISSION","SOX","KG_CAP","A","2012",11.139,
"GRC","AIREMISSION","SOX","KG_CAP","A","2013",9.858,
"GRC","AIREMISSION","SOX","KG_CAP","A","2014",8.348,
"GRC","AIREMISSION","SOX","KG_CAP","A","2015",7.865,
"GRC","AIREMISSION","SOX","KG_CAP","A","2016",5.717,
"GRC","AIREMISSION","SOX","KG_CAP","A","2017",6.557,
"GRC","AIREMISSION","SOX","KG_CAP","A","2018",6.135,
"HUN","AIREMISSION","SOX","KG_CAP","A","2000",41.804,
"HUN","AIREMISSION","SOX","KG_CAP","A","2001",33.976,
"HUN","AIREMISSION","SOX","KG_CAP","A","2002",26.789,
"HUN","AIREMISSION","SOX","KG_CAP","A","2003",24.259,
"HUN","AIREMISSION","SOX","KG_CAP","A","2004",14.975,
"HUN","AIREMISSION","SOX","KG_CAP","A","2005",4.261,
"HUN","AIREMISSION","SOX","KG_CAP","A","2006",3.899,
"HUN","AIREMISSION","SOX","KG_CAP","A","2007",3.62,
"HUN","AIREMISSION","SOX","KG_CAP","A","2008",3.591,
"HUN","AIREMISSION","SOX","KG_CAP","A","2009",2.989,
"HUN","AIREMISSION","SOX","KG_CAP","A","2010",3.07,
"HUN","AIREMISSION","SOX","KG_CAP","A","2011",3.467,
"HUN","AIREMISSION","SOX","KG_CAP","A","2012",3.097,
"HUN","AIREMISSION","SOX","KG_CAP","A","2013",2.989,
"HUN","AIREMISSION","SOX","KG_CAP","A","2014",2.656,
"HUN","AIREMISSION","SOX","KG_CAP","A","2015",2.487,
"HUN","AIREMISSION","SOX","KG_CAP","A","2016",2.374,
"HUN","AIREMISSION","SOX","KG_CAP","A","2017",2.861,
"HUN","AIREMISSION","SOX","KG_CAP","A","2018",2.364,
"ISL","AIREMISSION","SOX","KG_CAP","A","2000",138.245,
"ISL","AIREMISSION","SOX","KG_CAP","A","2001",147.453,
"ISL","AIREMISSION","SOX","KG_CAP","A","2002",157.467,
"ISL","AIREMISSION","SOX","KG_CAP","A","2003",143.962,
"ISL","AIREMISSION","SOX","KG_CAP","A","2004",124.697,
"ISL","AIREMISSION","SOX","KG_CAP","A","2005",144.109,
"ISL","AIREMISSION","SOX","KG_CAP","A","2006",141.34,
"ISL","AIREMISSION","SOX","KG_CAP","A","2007",198.122,
"ISL","AIREMISSION","SOX","KG_CAP","A","2008",248.868,
"ISL","AIREMISSION","SOX","KG_CAP","A","2009",227.171,
"ISL","AIREMISSION","SOX","KG_CAP","A","2010",255.249,
"ISL","AIREMISSION","SOX","KG_CAP","A","2011",260.069,
"ISL","AIREMISSION","SOX","KG_CAP","A","2012",267.342,
"ISL","AIREMISSION","SOX","KG_CAP","A","2013",220.094,
"ISL","AIREMISSION","SOX","KG_CAP","A","2014",198.96,
"ISL","AIREMISSION","SOX","KG_CAP","A","2015",183.305,
"ISL","AIREMISSION","SOX","KG_CAP","A","2016",155.226,
"ISL","AIREMISSION","SOX","KG_CAP","A","2017",148.473,
"ISL","AIREMISSION","SOX","KG_CAP","A","2018",162.472,
"IRL","AIREMISSION","SOX","KG_CAP","A","2000",38.122,
"IRL","AIREMISSION","SOX","KG_CAP","A","2001",37.027,
"IRL","AIREMISSION","SOX","KG_CAP","A","2002",27.29,
"IRL","AIREMISSION","SOX","KG_CAP","A","2003",20.762,
"IRL","AIREMISSION","SOX","KG_CAP","A","2004",18.052,
"IRL","AIREMISSION","SOX","KG_CAP","A","2005",17.641,
"IRL","AIREMISSION","SOX","KG_CAP","A","2006",14.369,
"IRL","AIREMISSION","SOX","KG_CAP","A","2007",12.706,
"IRL","AIREMISSION","SOX","KG_CAP","A","2008",10.33,
"IRL","AIREMISSION","SOX","KG_CAP","A","2009",7.289,
"IRL","AIREMISSION","SOX","KG_CAP","A","2010",5.835,
"IRL","AIREMISSION","SOX","KG_CAP","A","2011",5.45,
"IRL","AIREMISSION","SOX","KG_CAP","A","2012",5.096,
"IRL","AIREMISSION","SOX","KG_CAP","A","2013",5.111,
"IRL","AIREMISSION","SOX","KG_CAP","A","2014",3.664,
"IRL","AIREMISSION","SOX","KG_CAP","A","2015",3.241,
"IRL","AIREMISSION","SOX","KG_CAP","A","2016",2.919,
"IRL","AIREMISSION","SOX","KG_CAP","A","2017",2.831,
"IRL","AIREMISSION","SOX","KG_CAP","A","2018",2.525,
"ITA","AIREMISSION","SOX","KG_CAP","A","2000",13.339,
"ITA","AIREMISSION","SOX","KG_CAP","A","2001",12.387,
"ITA","AIREMISSION","SOX","KG_CAP","A","2002",10.9,
"ITA","AIREMISSION","SOX","KG_CAP","A","2003",9.111,
"ITA","AIREMISSION","SOX","KG_CAP","A","2004",8.418,
"ITA","AIREMISSION","SOX","KG_CAP","A","2005",7.028,
"ITA","AIREMISSION","SOX","KG_CAP","A","2006",6.625,
"ITA","AIREMISSION","SOX","KG_CAP","A","2007",5.879,
"ITA","AIREMISSION","SOX","KG_CAP","A","2008",4.923,
"ITA","AIREMISSION","SOX","KG_CAP","A","2009",4.017,
"ITA","AIREMISSION","SOX","KG_CAP","A","2010",3.683,
"ITA","AIREMISSION","SOX","KG_CAP","A","2011",3.293,
"ITA","AIREMISSION","SOX","KG_CAP","A","2012",2.972,
"ITA","AIREMISSION","SOX","KG_CAP","A","2013",2.436,
"ITA","AIREMISSION","SOX","KG_CAP","A","2014",2.178,
"ITA","AIREMISSION","SOX","KG_CAP","A","2015",2.055,
"ITA","AIREMISSION","SOX","KG_CAP","A","2016",1.928,
"ITA","AIREMISSION","SOX","KG_CAP","A","2017",1.902,
"ITA","AIREMISSION","SOX","KG_CAP","A","2018",1.821,
"JPN","AIREMISSION","SOX","KG_CAP","A","2000",8.868,
"JPN","AIREMISSION","SOX","KG_CAP","A","2001",8.802,
"JPN","AIREMISSION","SOX","KG_CAP","A","2002",8.719,
"JPN","AIREMISSION","SOX","KG_CAP","A","2003",8.499,
"JPN","AIREMISSION","SOX","KG_CAP","A","2004",8.254,
"JPN","AIREMISSION","SOX","KG_CAP","A","2005",7.876,
"JPN","AIREMISSION","SOX","KG_CAP","A","2006",7.555,
"JPN","AIREMISSION","SOX","KG_CAP","A","2007",7.212,
"JPN","AIREMISSION","SOX","KG_CAP","A","2008",6.692,
"JPN","AIREMISSION","SOX","KG_CAP","A","2009",6.243,
"JPN","AIREMISSION","SOX","KG_CAP","A","2010",6.007,
"JPN","AIREMISSION","SOX","KG_CAP","A","2011",5.665,
"JPN","AIREMISSION","SOX","KG_CAP","A","2012",5.639,
"JPN","AIREMISSION","SOX","KG_CAP","A","2013",5.576,
"JPN","AIREMISSION","SOX","KG_CAP","A","2014",5.512,
"JPN","AIREMISSION","SOX","KG_CAP","A","2015",5.483,
"JPN","AIREMISSION","SOX","KG_CAP","A","2016",5.486,
"JPN","AIREMISSION","SOX","KG_CAP","A","2017",5.453,
"JPN","AIREMISSION","SOX","KG_CAP","A","2018",5.463,
"KOR","AIREMISSION","SOX","KG_CAP","A","2000",10.358,
"KOR","AIREMISSION","SOX","KG_CAP","A","2001",10.224,
"KOR","AIREMISSION","SOX","KG_CAP","A","2002",9.877,
"KOR","AIREMISSION","SOX","KG_CAP","A","2003",9.721,
"KOR","AIREMISSION","SOX","KG_CAP","A","2004",9.214,
"KOR","AIREMISSION","SOX","KG_CAP","A","2005",8.387,
"KOR","AIREMISSION","SOX","KG_CAP","A","2006",9.134,
"KOR","AIREMISSION","SOX","KG_CAP","A","2007",8.209,
"KOR","AIREMISSION","SOX","KG_CAP","A","2008",8.499,
"KOR","AIREMISSION","SOX","KG_CAP","A","2009",7.857,
"KOR","AIREMISSION","SOX","KG_CAP","A","2010",8.109,
"KOR","AIREMISSION","SOX","KG_CAP","A","2011",8.716,
"KOR","AIREMISSION","SOX","KG_CAP","A","2012",8.343,
"KOR","AIREMISSION","SOX","KG_CAP","A","2013",8.038,
"KOR","AIREMISSION","SOX","KG_CAP","A","2014",6.781,
"KOR","AIREMISSION","SOX","KG_CAP","A","2015",6.93,
"KOR","AIREMISSION","SOX","KG_CAP","A","2016",7.039,
"KOR","AIREMISSION","SOX","KG_CAP","A","2017",6.174,
"LUX","AIREMISSION","SOX","KG_CAP","A","2000",7.504,
"LUX","AIREMISSION","SOX","KG_CAP","A","2001",8.732,
"LUX","AIREMISSION","SOX","KG_CAP","A","2002",6.38,
"LUX","AIREMISSION","SOX","KG_CAP","A","2003",5.913,
"LUX","AIREMISSION","SOX","KG_CAP","A","2004",5.407,
"LUX","AIREMISSION","SOX","KG_CAP","A","2005",5.281,
"LUX","AIREMISSION","SOX","KG_CAP","A","2006",6,
"LUX","AIREMISSION","SOX","KG_CAP","A","2007",4.968,
"LUX","AIREMISSION","SOX","KG_CAP","A","2008",3.555,
"LUX","AIREMISSION","SOX","KG_CAP","A","2009",3.433,
"LUX","AIREMISSION","SOX","KG_CAP","A","2010",3.314,
"LUX","AIREMISSION","SOX","KG_CAP","A","2011",2.436,
"LUX","AIREMISSION","SOX","KG_CAP","A","2012",2.772,
"LUX","AIREMISSION","SOX","KG_CAP","A","2013",2.802,
"LUX","AIREMISSION","SOX","KG_CAP","A","2014",2.782,
"LUX","AIREMISSION","SOX","KG_CAP","A","2015",2.359,
"LUX","AIREMISSION","SOX","KG_CAP","A","2016",1.703,
"LUX","AIREMISSION","SOX","KG_CAP","A","2017",1.689,
"LUX","AIREMISSION","SOX","KG_CAP","A","2018",1.592,
"NLD","AIREMISSION","SOX","KG_CAP","A","2000",4.797,
"NLD","AIREMISSION","SOX","KG_CAP","A","2001",4.817,
"NLD","AIREMISSION","SOX","KG_CAP","A","2002",4.319,
"NLD","AIREMISSION","SOX","KG_CAP","A","2003",4.005,
"NLD","AIREMISSION","SOX","KG_CAP","A","2004",4.137,
"NLD","AIREMISSION","SOX","KG_CAP","A","2005",4.018,
"NLD","AIREMISSION","SOX","KG_CAP","A","2006",4.009,
"NLD","AIREMISSION","SOX","KG_CAP","A","2007",3.749,
"NLD","AIREMISSION","SOX","KG_CAP","A","2008",3.135,
"NLD","AIREMISSION","SOX","KG_CAP","A","2009",2.333,
"NLD","AIREMISSION","SOX","KG_CAP","A","2010",2.099,
"NLD","AIREMISSION","SOX","KG_CAP","A","2011",2.033,
"NLD","AIREMISSION","SOX","KG_CAP","A","2012",2.029,
"NLD","AIREMISSION","SOX","KG_CAP","A","2013",1.777,
"NLD","AIREMISSION","SOX","KG_CAP","A","2014",1.759,
"NLD","AIREMISSION","SOX","KG_CAP","A","2015",1.791,
"NLD","AIREMISSION","SOX","KG_CAP","A","2016",1.609,
"NLD","AIREMISSION","SOX","KG_CAP","A","2017",1.522,
"NLD","AIREMISSION","SOX","KG_CAP","A","2018",1.427,
"NZL","AIREMISSION","SOX","KG_CAP","A","2000",18.298,
"NZL","AIREMISSION","SOX","KG_CAP","A","2001",19.142,
"NZL","AIREMISSION","SOX","KG_CAP","A","2002",19.274,
"NZL","AIREMISSION","SOX","KG_CAP","A","2003",22.37,
"NZL","AIREMISSION","SOX","KG_CAP","A","2004",21.296,
"NZL","AIREMISSION","SOX","KG_CAP","A","2005",22.592,
"NZL","AIREMISSION","SOX","KG_CAP","A","2006",21.42,
"NZL","AIREMISSION","SOX","KG_CAP","A","2007",19.369,
"NZL","AIREMISSION","SOX","KG_CAP","A","2008",20.402,
"NZL","AIREMISSION","SOX","KG_CAP","A","2009",17.197,
"NZL","AIREMISSION","SOX","KG_CAP","A","2010",16.819,
"NZL","AIREMISSION","SOX","KG_CAP","A","2011",16.764,
"NZL","AIREMISSION","SOX","KG_CAP","A","2012",17.595,
